candidate,crop_key,compare_mode,preprocess_mode,wlev_weight_base,samples,fsa_raw,fsa_norm,pda_mean,cer_mean,wlev_norm_mean,avg_ms,median_ms,p95_ms,non_empty_rate,selected_180_share,errors_saved,failure_dir
ultralytics_yolo11m_baseline,wm_bbox,normalized,none,2.0,374,0.0,0.8475935828877005,0.06277692895339954,0.48280494015788133,0.05003518353947469,26.31824278073339,25.78110000013112,34.54467999963525,0.9973262032085561,0.0962566844919786,57,C:\Users\alike\WaterMeterCV\results\ocr_pretrained_failures_yolo11m\ultralytics_yolo11m_baseline\none\wm_bbox
ultralytics_yolo11m_baseline,wm_polygon,normalized,none,2.0,374,0.008021390374331552,0.6978609625668449,0.0753310415075121,0.5237967914438502,0.1037390314997929,27.833458556176964,26.545799999439623,37.77213999956075,1.0,0.14705882352941177,113,C:\Users\alike\WaterMeterCV\results\ocr_pretrained_failures_yolo11m\ultralytics_yolo11m_baseline\none\wm_polygon
